Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_7_nn_16', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multi_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_17', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__uniform_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_18', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__uniform_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_19', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_20', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_21', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_22', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_23', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_24', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_25', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_26', 'ga_generation_6_nn_24.keras', 'ga_generation_6_nn_7.keras', '0.993993993993994', '__one_point_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_27', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_28', 'ga_generation_6_nn_14.keras', 'ga_generation_6_nn_24.keras', '0.993993993993994', '__arithmetic_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_29', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_30', 'ga_generation_6_nn_28.keras', 'ga_generation_6_nn_9.keras', '0.993993993993994', '__multivariate_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_31', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__average_crossover_and_flat_crossover', '0.006006006006006006', 'None'
'ga_generation_7_nn_32', 'ga_generation_6_nn_31.keras', 'ga_generation_6_nn_28.keras', '0.993993993993994', '__average_crossover_and_flat_crossover', '0.006006006006006006', 'None'
'ga_generation_8_nn_7', 'ga_generation_7_nn_20.keras', 'ga_generation_7_nn_22.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_8', 'ga_generation_7_nn_20.keras', 'ga_generation_7_nn_22.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_9', 'ga_generation_7_nn_31.keras', 'ga_generation_7_nn_32.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_10', 'ga_generation_7_nn_31.keras', 'ga_generation_7_nn_32.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_11', 'ga_generation_7_nn_32.keras', 'ga_generation_7_nn_23.keras', '0.992992992992993', '__one_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_12', 'ga_generation_7_nn_32.keras', 'ga_generation_7_nn_23.keras', '0.992992992992993', '__one_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_13', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__average_crossover_and_flat_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_14', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__average_crossover_and_flat_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_15', 'ga_generation_7_nn_31.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__average_crossover_and_flat_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_16', 'ga_generation_7_nn_31.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__average_crossover_and_flat_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_17', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_22.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_18', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_22.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_19', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__multivariate_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_20', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__multivariate_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_21', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', 'None', '0.007007007007007007', 'None'
'ga_generation_8_nn_22', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', 'None', '0.007007007007007007', 'None'
'ga_generation_8_nn_23', 'ga_generation_7_nn_32.keras', 'ga_generation_7_nn_23.keras', '0.992992992992993', '__multivariate_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_24', 'ga_generation_7_nn_32.keras', 'ga_generation_7_nn_23.keras', '0.992992992992993', '__multivariate_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_25', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_32.keras', '0.992992992992993', '__one_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_26', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_32.keras', '0.992992992992993', '__one_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_27', 'ga_generation_7_nn_13.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_28', 'ga_generation_7_nn_13.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_29', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_30', 'ga_generation_7_nn_23.keras', 'ga_generation_7_nn_20.keras', '0.992992992992993', '__multi_point_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_31', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_8_nn_32', 'ga_generation_7_nn_22.keras', 'ga_generation_7_nn_13.keras', '0.992992992992993', '__arithmetic_crossover', '0.007007007007007007', 'None'
'ga_generation_9_nn_7', 'ga_generation_8_nn_25.keras', 'ga_generation_8_nn_15.keras', '0.991991991991992', '__multivariate_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_8', 'ga_generation_8_nn_25.keras', 'ga_generation_8_nn_15.keras', '0.991991991991992', '__multivariate_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_9', 'ga_generation_8_nn_23.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_10', 'ga_generation_8_nn_23.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_11', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_12', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_13', 'ga_generation_8_nn_21.keras', 'ga_generation_8_nn_15.keras', '0.991991991991992', '__multi_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_14', 'ga_generation_8_nn_21.keras', 'ga_generation_8_nn_15.keras', '0.991991991991992', '__multi_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_15', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__one_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_16', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__one_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_17', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__multivariate_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_18', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__multivariate_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_19', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_21.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_20', 'ga_generation_8_nn_10.keras', 'ga_generation_8_nn_21.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_21', 'ga_generation_8_nn_25.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_22', 'ga_generation_8_nn_25.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_23', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_24', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_25', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__multi_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_26', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__multi_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_27', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__one_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_28', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_23.keras', '0.991991991991992', '__one_point_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_29', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_30', 'ga_generation_8_nn_12.keras', 'ga_generation_8_nn_25.keras', '0.991991991991992', '__arithmetic_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_31', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_10.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_9_nn_32', 'ga_generation_8_nn_15.keras', 'ga_generation_8_nn_10.keras', '0.991991991991992', '__average_crossover_and_flat_crossover', '0.008008008008008008', 'None'
'ga_generation_10_nn_7', 'ga_generation_9_nn_10.keras', 'ga_generation_9_nn_18.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_8', 'ga_generation_9_nn_10.keras', 'ga_generation_9_nn_18.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_9', 'ga_generation_8_nn_25.keras', 'ga_generation_9_nn_18.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_10', 'ga_generation_8_nn_25.keras', 'ga_generation_9_nn_18.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_11', 'ga_generation_9_nn_18.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_12', 'ga_generation_9_nn_18.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_13', 'ga_generation_8_nn_25.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__multivariate_crossover', '0.009009009009009009', '__displacement_mutation'
'ga_generation_10_nn_14', 'ga_generation_8_nn_25.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__multivariate_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_15', 'ga_generation_9_nn_10.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_16', 'ga_generation_9_nn_10.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_17', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_20.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_18', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_20.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_19', 'ga_generation_9_nn_18.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__arithmetic_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_20', 'ga_generation_9_nn_18.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__arithmetic_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_21', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__one_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_22', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__one_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_23', 'ga_generation_9_nn_20.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_24', 'ga_generation_9_nn_20.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_25', 'ga_generation_9_nn_29.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_26', 'ga_generation_9_nn_29.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__multi_point_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_27', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__average_crossover_and_flat_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_28', 'ga_generation_9_nn_18.keras', 'ga_generation_9_nn_29.keras', '0.990990990990991', '__average_crossover_and_flat_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_29', 'ga_generation_9_nn_10.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_30', 'ga_generation_9_nn_10.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_31', 'ga_generation_9_nn_20.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_10_nn_32', 'ga_generation_9_nn_20.keras', 'ga_generation_8_nn_25.keras', '0.990990990990991', '__uniform_crossover', '0.009009009009009009', 'None'
'ga_generation_11_nn_7', 'ga_generation_10_nn_31.keras', 'ga_generation_10_nn_25.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_8', 'ga_generation_10_nn_31.keras', 'ga_generation_10_nn_25.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_9', 'ga_generation_10_nn_25.keras', 'ga_generation_10_nn_7.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_10', 'ga_generation_10_nn_25.keras', 'ga_generation_10_nn_7.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_11', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__multivariate_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_12', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__multivariate_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_13', 'ga_generation_10_nn_25.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multi_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_14', 'ga_generation_10_nn_25.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multi_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_15', 'ga_generation_10_nn_7.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__one_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_16', 'ga_generation_10_nn_7.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__one_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_17', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_18', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_19', 'ga_generation_9_nn_17.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multi_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_20', 'ga_generation_9_nn_17.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multi_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_21', 'ga_generation_10_nn_7.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multivariate_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_22', 'ga_generation_10_nn_7.keras', 'ga_generation_10_nn_31.keras', '0.98998998998999', '__multivariate_crossover', '0.01001001001001001', '__partial_shuffle_mutation'
'ga_generation_11_nn_23', 'ga_generation_9_nn_18.keras', 'ga_generation_10_nn_12.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_24', 'ga_generation_9_nn_18.keras', 'ga_generation_10_nn_12.keras', '0.98998998998999', '__uniform_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_25', 'ga_generation_10_nn_25.keras', 'ga_generation_9_nn_17.keras', '0.98998998998999', '__average_crossover_and_flat_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_26', 'ga_generation_10_nn_25.keras', 'ga_generation_9_nn_17.keras', '0.98998998998999', '__average_crossover_and_flat_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_27', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__one_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_28', 'ga_generation_9_nn_17.keras', 'ga_generation_9_nn_18.keras', '0.98998998998999', '__one_point_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_29', 'ga_generation_10_nn_12.keras', 'ga_generation_9_nn_17.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_30', 'ga_generation_10_nn_12.keras', 'ga_generation_9_nn_17.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_31', 'ga_generation_10_nn_12.keras', 'ga_generation_10_nn_7.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_11_nn_32', 'ga_generation_10_nn_12.keras', 'ga_generation_10_nn_7.keras', '0.98998998998999', '__arithmetic_crossover', '0.01001001001001001', 'None'
'ga_generation_12_nn_7', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_27.keras', '0.988988988988989', '__average_crossover_and_flat_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_8', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_27.keras', '0.988988988988989', '__average_crossover_and_flat_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_9', 'ga_generation_11_nn_16.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__one_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_10', 'ga_generation_11_nn_16.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__one_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_11', 'ga_generation_11_nn_9.keras', 'ga_generation_11_nn_27.keras', '0.988988988988989', '__one_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_12', 'ga_generation_11_nn_9.keras', 'ga_generation_11_nn_27.keras', '0.988988988988989', '__one_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_13', 'ga_generation_11_nn_9.keras', 'ga_generation_11_nn_30.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_14', 'ga_generation_11_nn_9.keras', 'ga_generation_11_nn_30.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_15', 'ga_generation_11_nn_27.keras', 'ga_generation_11_nn_9.keras', '0.988988988988989', '__multi_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_16', 'ga_generation_11_nn_27.keras', 'ga_generation_11_nn_9.keras', '0.988988988988989', '__multi_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_17', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_16.keras', '0.988988988988989', '__multi_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_18', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_16.keras', '0.988988988988989', '__multi_point_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_19', 'ga_generation_11_nn_27.keras', 'ga_generation_11_nn_16.keras', '0.988988988988989', '__multivariate_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_20', 'ga_generation_11_nn_27.keras', 'ga_generation_11_nn_16.keras', '0.988988988988989', '__multivariate_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_21', 'ga_generation_11_nn_30.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__uniform_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_22', 'ga_generation_11_nn_30.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__uniform_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_23', 'ga_generation_10_nn_7.keras', 'ga_generation_11_nn_9.keras', '0.988988988988989', '__average_crossover_and_flat_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_24', 'ga_generation_10_nn_7.keras', 'ga_generation_11_nn_9.keras', '0.988988988988989', '__average_crossover_and_flat_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_25', 'ga_generation_11_nn_27.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_26', 'ga_generation_11_nn_27.keras', 'ga_generation_9_nn_17.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_27', 'ga_generation_11_nn_27.keras', 'ga_generation_10_nn_7.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_28', 'ga_generation_11_nn_27.keras', 'ga_generation_10_nn_7.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_29', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_30.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
'ga_generation_12_nn_30', 'ga_generation_9_nn_17.keras', 'ga_generation_11_nn_30.keras', '0.988988988988989', '__arithmetic_crossover', '0.011011011011011011', 'None'
