Model name,Parent model 1,Parent model 2,Crossover ratio,Crossover function,Mutation ratio,Mutation function
'ga_generation_38_nn_11', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', '__arithmetic_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_12', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', '__arithmetic_crossover', '0.37373737373737376', '__displacement_mutation'
'ga_generation_38_nn_13', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_14', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', '__swap_mutation'
'ga_generation_38_nn_15', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', 'None', '0.37373737373737376', 'None'
'ga_generation_38_nn_16', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', 'None', '0.37373737373737376', '__random_resetting_mutation'
'ga_generation_38_nn_17', 'ga_generation_37_nn_15.keras', 'ga_generation_37_nn_25.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_18', 'ga_generation_37_nn_15.keras', 'ga_generation_37_nn_25.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', '__inversion_mutation'
'ga_generation_38_nn_19', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_30.keras', '0.6262626262626263', 'None', '0.37373737373737376', 'None'
'ga_generation_38_nn_20', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_30.keras', '0.6262626262626263', 'None', '0.37373737373737376', 'None'
'ga_generation_38_nn_21', 'ga_generation_37_nn_16.keras', 'ga_generation_36_nn_31.keras', '0.6262626262626263', '__multivariate_crossover', '0.37373737373737376', '__partial_shuffle_mutation'
'ga_generation_38_nn_22', 'ga_generation_37_nn_16.keras', 'ga_generation_36_nn_31.keras', '0.6262626262626263', '__multivariate_crossover', '0.37373737373737376', '__inversion_mutation'
'ga_generation_38_nn_23', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_9.keras', '0.6262626262626263', '__average_crossover_and_flat_crossover', '0.37373737373737376', '__partial_shuffle_mutation'
'ga_generation_38_nn_24', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_9.keras', '0.6262626262626263', '__average_crossover_and_flat_crossover', '0.37373737373737376', '__displacement_inversion_mutation'
'ga_generation_38_nn_25', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', 'None', '0.37373737373737376', 'None'
'ga_generation_38_nn_26', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_24.keras', '0.6262626262626263', 'None', '0.37373737373737376', 'None'
'ga_generation_38_nn_27', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', '__average_crossover_and_flat_crossover', '0.37373737373737376', '__swap_mutation'
'ga_generation_38_nn_28', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', '__average_crossover_and_flat_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_29', 'ga_generation_37_nn_25.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_30', 'ga_generation_37_nn_25.keras', 'ga_generation_37_nn_16.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', 'None'
'ga_generation_38_nn_31', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_13.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', '__inversion_mutation'
'ga_generation_38_nn_32', 'ga_generation_36_nn_31.keras', 'ga_generation_37_nn_13.keras', '0.6262626262626263', '__one_point_crossover', '0.37373737373737376', 'None'
'ga_generation_39_nn_9', 'ga_generation_38_nn_25.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', '__multi_point_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_10', 'ga_generation_38_nn_25.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', '__multi_point_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_11', 'ga_generation_38_nn_17.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__random_resetting_mutation'
'ga_generation_39_nn_12', 'ga_generation_38_nn_17.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', 'None', '0.3838383838383838', 'None'
'ga_generation_39_nn_13', 'ga_generation_37_nn_9.keras', 'ga_generation_38_nn_25.keras', '0.6161616161616161', '__average_crossover_and_flat_crossover', '0.3838383838383838', '__inversion_mutation'
'ga_generation_39_nn_14', 'ga_generation_37_nn_9.keras', 'ga_generation_38_nn_25.keras', '0.6161616161616161', '__average_crossover_and_flat_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_15', 'ga_generation_38_nn_21.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__displacement_mutation'
'ga_generation_39_nn_16', 'ga_generation_38_nn_21.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__inversion_mutation'
'ga_generation_39_nn_17', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_17.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__displacement_inversion_mutation'
'ga_generation_39_nn_18', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_17.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__displacement_inversion_mutation'
'ga_generation_39_nn_19', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_16.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__swap_mutation'
'ga_generation_39_nn_20', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_16.keras', '0.6161616161616161', 'None', '0.3838383838383838', 'None'
'ga_generation_39_nn_21', 'ga_generation_38_nn_21.keras', 'ga_generation_38_nn_25.keras', '0.6161616161616161', '__linear_recombination_crossover', '0.3838383838383838', '__random_resetting_mutation'
'ga_generation_39_nn_22', 'ga_generation_38_nn_21.keras', 'ga_generation_38_nn_25.keras', '0.6161616161616161', '__linear_recombination_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_23', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', '__multi_point_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_24', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', '__multi_point_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_25', 'ga_generation_38_nn_25.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__random_resetting_mutation'
'ga_generation_39_nn_26', 'ga_generation_38_nn_25.keras', 'ga_generation_38_nn_11.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__displacement_inversion_mutation'
'ga_generation_39_nn_27', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_9.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__displacement_mutation'
'ga_generation_39_nn_28', 'ga_generation_37_nn_16.keras', 'ga_generation_37_nn_9.keras', '0.6161616161616161', 'None', '0.3838383838383838', 'None'
'ga_generation_39_nn_29', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', '__multivariate_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_30', 'ga_generation_37_nn_9.keras', 'ga_generation_37_nn_25.keras', '0.6161616161616161', '__multivariate_crossover', '0.3838383838383838', 'None'
'ga_generation_39_nn_31', 'ga_generation_37_nn_16.keras', 'ga_generation_38_nn_21.keras', '0.6161616161616161', 'None', '0.3838383838383838', '__inversion_mutation'
'ga_generation_39_nn_32', 'ga_generation_37_nn_16.keras', 'ga_generation_38_nn_21.keras', '0.6161616161616161', 'None', '0.3838383838383838', 'None'
'ga_generation_40_nn_9', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_27.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__partial_shuffle_mutation'
'ga_generation_40_nn_10', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_27.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_11', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__arithmetic_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_12', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__arithmetic_crossover', '0.3939393939393939', '__random_resetting_mutation'
'ga_generation_40_nn_13', 'ga_generation_38_nn_11.keras', 'ga_generation_39_nn_14.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__swap_mutation'
'ga_generation_40_nn_14', 'ga_generation_38_nn_11.keras', 'ga_generation_39_nn_14.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__random_resetting_mutation'
'ga_generation_40_nn_15', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_16', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_17', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_27.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__random_resetting_mutation'
'ga_generation_40_nn_18', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_27.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__swap_mutation'
'ga_generation_40_nn_19', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_30.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_20', 'ga_generation_39_nn_20.keras', 'ga_generation_39_nn_30.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_21', 'ga_generation_39_nn_20.keras', 'ga_generation_37_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__displacement_mutation'
'ga_generation_40_nn_22', 'ga_generation_39_nn_20.keras', 'ga_generation_37_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_23', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__uniform_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_24', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__uniform_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_25', 'ga_generation_38_nn_11.keras', 'ga_generation_37_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_26', 'ga_generation_38_nn_11.keras', 'ga_generation_37_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_27', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_28', 'ga_generation_37_nn_25.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_29', 'ga_generation_39_nn_14.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', '__random_resetting_mutation'
'ga_generation_40_nn_30', 'ga_generation_39_nn_14.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', '__one_point_crossover', '0.3939393939393939', 'None'
'ga_generation_40_nn_31', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', 'None'
'ga_generation_40_nn_32', 'ga_generation_39_nn_20.keras', 'ga_generation_38_nn_25.keras', '0.6060606060606061', 'None', '0.3939393939393939', '__displacement_inversion_mutation'
'ga_generation_41_nn_9', 'ga_generation_40_nn_20.keras', 'ga_generation_40_nn_12.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_10', 'ga_generation_40_nn_20.keras', 'ga_generation_40_nn_12.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', '__random_resetting_mutation'
'ga_generation_41_nn_11', 'ga_generation_40_nn_17.keras', 'ga_generation_40_nn_20.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_12', 'ga_generation_40_nn_17.keras', 'ga_generation_40_nn_20.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_13', 'ga_generation_39_nn_21.keras', 'ga_generation_40_nn_17.keras', '0.595959595959596', '__uniform_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_14', 'ga_generation_39_nn_21.keras', 'ga_generation_40_nn_17.keras', '0.595959595959596', '__uniform_crossover', '0.40404040404040403', '__swap_mutation'
'ga_generation_41_nn_15', 'ga_generation_40_nn_20.keras', 'ga_generation_39_nn_20.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_16', 'ga_generation_40_nn_20.keras', 'ga_generation_39_nn_20.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_17', 'ga_generation_40_nn_31.keras', 'ga_generation_40_nn_9.keras', '0.595959595959596', '__average_crossover_and_flat_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_18', 'ga_generation_40_nn_31.keras', 'ga_generation_40_nn_9.keras', '0.595959595959596', '__average_crossover_and_flat_crossover', '0.40404040404040403', '__displacement_mutation'
'ga_generation_41_nn_19', 'ga_generation_40_nn_9.keras', 'ga_generation_40_nn_31.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_20', 'ga_generation_40_nn_9.keras', 'ga_generation_40_nn_31.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_21', 'ga_generation_40_nn_9.keras', 'ga_generation_39_nn_20.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_22', 'ga_generation_40_nn_9.keras', 'ga_generation_39_nn_20.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_23', 'ga_generation_40_nn_20.keras', 'ga_generation_40_nn_19.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_24', 'ga_generation_40_nn_20.keras', 'ga_generation_40_nn_19.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_25', 'ga_generation_39_nn_21.keras', 'ga_generation_40_nn_19.keras', '0.595959595959596', 'None', '0.40404040404040403', 'None'
'ga_generation_41_nn_26', 'ga_generation_39_nn_21.keras', 'ga_generation_40_nn_19.keras', '0.595959595959596', 'None', '0.40404040404040403', '__partial_shuffle_mutation'
'ga_generation_41_nn_27', 'ga_generation_40_nn_19.keras', 'ga_generation_40_nn_9.keras', '0.595959595959596', '__uniform_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_28', 'ga_generation_40_nn_19.keras', 'ga_generation_40_nn_9.keras', '0.595959595959596', '__uniform_crossover', '0.40404040404040403', '__swap_mutation'
'ga_generation_41_nn_29', 'ga_generation_40_nn_9.keras', 'ga_generation_39_nn_21.keras', '0.595959595959596', '__one_point_crossover', '0.40404040404040403', '__displacement_mutation'
'ga_generation_41_nn_30', 'ga_generation_40_nn_9.keras', 'ga_generation_39_nn_21.keras', '0.595959595959596', '__one_point_crossover', '0.40404040404040403', 'None'
'ga_generation_41_nn_31', 'ga_generation_40_nn_31.keras', 'ga_generation_40_nn_20.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', '__swap_mutation'
'ga_generation_41_nn_32', 'ga_generation_40_nn_31.keras', 'ga_generation_40_nn_20.keras', '0.595959595959596', '__multivariate_crossover', '0.40404040404040403', '__displacement_inversion_mutation'
'ga_generation_42_nn_9', 'ga_generation_41_nn_16.keras', 'ga_generation_41_nn_26.keras', '0.5858585858585859', '__linear_recombination_crossover', '0.41414141414141414', 'None'
'ga_generation_42_nn_10', 'ga_generation_41_nn_16.keras', 'ga_generation_41_nn_26.keras', '0.5858585858585859', '__linear_recombination_crossover', '0.41414141414141414', '__displacement_inversion_mutation'
'ga_generation_42_nn_11', 'ga_generation_41_nn_11.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__arithmetic_crossover', '0.41414141414141414', '__swap_mutation'
'ga_generation_42_nn_12', 'ga_generation_41_nn_11.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__arithmetic_crossover', '0.41414141414141414', '__partial_shuffle_mutation'
'ga_generation_42_nn_13', 'ga_generation_41_nn_19.keras', 'ga_generation_41_nn_11.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_42_nn_14', 'ga_generation_41_nn_19.keras', 'ga_generation_41_nn_11.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__inversion_mutation'
'ga_generation_42_nn_15', 'ga_generation_41_nn_11.keras', 'ga_generation_39_nn_21.keras', '0.5858585858585859', '__multi_point_crossover', '0.41414141414141414', 'None'
'ga_generation_42_nn_16', 'ga_generation_41_nn_11.keras', 'ga_generation_39_nn_21.keras', '0.5858585858585859', '__multi_point_crossover', '0.41414141414141414', '__displacement_inversion_mutation'
'ga_generation_42_nn_17', 'ga_generation_41_nn_16.keras', 'ga_generation_41_nn_11.keras', '0.5858585858585859', '__arithmetic_crossover', '0.41414141414141414', '__partial_shuffle_mutation'
'ga_generation_42_nn_18', 'ga_generation_41_nn_16.keras', 'ga_generation_41_nn_11.keras', '0.5858585858585859', '__arithmetic_crossover', '0.41414141414141414', '__displacement_inversion_mutation'
'ga_generation_42_nn_19', 'ga_generation_41_nn_13.keras', 'ga_generation_41_nn_26.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__partial_shuffle_mutation'
'ga_generation_42_nn_20', 'ga_generation_41_nn_13.keras', 'ga_generation_41_nn_26.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_42_nn_21', 'ga_generation_41_nn_15.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__random_resetting_mutation'
'ga_generation_42_nn_22', 'ga_generation_41_nn_15.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_42_nn_23', 'ga_generation_41_nn_15.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__linear_recombination_crossover', '0.41414141414141414', 'None'
'ga_generation_42_nn_24', 'ga_generation_41_nn_15.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__linear_recombination_crossover', '0.41414141414141414', 'None'
'ga_generation_42_nn_25', 'ga_generation_41_nn_11.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__multivariate_crossover', '0.41414141414141414', '__displacement_mutation'
'ga_generation_42_nn_26', 'ga_generation_41_nn_11.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', '__multivariate_crossover', '0.41414141414141414', 'None'
'ga_generation_42_nn_27', 'ga_generation_41_nn_26.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__inversion_mutation'
'ga_generation_42_nn_28', 'ga_generation_41_nn_26.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__partial_shuffle_mutation'
'ga_generation_42_nn_29', 'ga_generation_39_nn_21.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', '__partial_shuffle_mutation'
'ga_generation_42_nn_30', 'ga_generation_39_nn_21.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_42_nn_31', 'ga_generation_41_nn_19.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_42_nn_32', 'ga_generation_41_nn_19.keras', 'ga_generation_41_nn_13.keras', '0.5858585858585859', 'None', '0.41414141414141414', 'None'
'ga_generation_43_nn_9', 'ga_generation_42_nn_19.keras', 'ga_generation_41_nn_15.keras', '0.5757575757575757', '__uniform_crossover', '0.42424242424242425', '__swap_mutation'
'ga_generation_43_nn_10', 'ga_generation_42_nn_19.keras', 'ga_generation_41_nn_15.keras', '0.5757575757575757', '__uniform_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_11', 'ga_generation_42_nn_16.keras', 'ga_generation_42_nn_20.keras', '0.5757575757575757', 'None', '0.42424242424242425', '__displacement_inversion_mutation'
'ga_generation_43_nn_12', 'ga_generation_42_nn_16.keras', 'ga_generation_42_nn_20.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_13', 'ga_generation_42_nn_28.keras', 'ga_generation_41_nn_13.keras', '0.5757575757575757', 'None', '0.42424242424242425', '__partial_shuffle_mutation'
'ga_generation_43_nn_14', 'ga_generation_42_nn_28.keras', 'ga_generation_41_nn_13.keras', '0.5757575757575757', 'None', '0.42424242424242425', '__inversion_mutation'
'ga_generation_43_nn_15', 'ga_generation_42_nn_20.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', '__one_point_crossover', '0.42424242424242425', '__displacement_inversion_mutation'
'ga_generation_43_nn_16', 'ga_generation_42_nn_20.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', '__one_point_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_17', 'ga_generation_42_nn_19.keras', 'ga_generation_42_nn_28.keras', '0.5757575757575757', '__arithmetic_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_18', 'ga_generation_42_nn_19.keras', 'ga_generation_42_nn_28.keras', '0.5757575757575757', '__arithmetic_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_19', 'ga_generation_41_nn_13.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_20', 'ga_generation_41_nn_13.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_21', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_22', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_23', 'ga_generation_42_nn_16.keras', 'ga_generation_42_nn_28.keras', '0.5757575757575757', '__uniform_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_24', 'ga_generation_42_nn_16.keras', 'ga_generation_42_nn_28.keras', '0.5757575757575757', '__uniform_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_25', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_16.keras', '0.5757575757575757', 'None', '0.42424242424242425', '__random_resetting_mutation'
'ga_generation_43_nn_26', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_16.keras', '0.5757575757575757', 'None', '0.42424242424242425', 'None'
'ga_generation_43_nn_27', 'ga_generation_42_nn_20.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', '__one_point_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_28', 'ga_generation_42_nn_20.keras', 'ga_generation_42_nn_19.keras', '0.5757575757575757', '__one_point_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_29', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_16.keras', '0.5757575757575757', '__multi_point_crossover', '0.42424242424242425', '__swap_mutation'
'ga_generation_43_nn_30', 'ga_generation_42_nn_30.keras', 'ga_generation_42_nn_16.keras', '0.5757575757575757', '__multi_point_crossover', '0.42424242424242425', 'None'
'ga_generation_43_nn_31', 'ga_generation_42_nn_16.keras', 'ga_generation_41_nn_13.keras', '0.5757575757575757', '__average_crossover_and_flat_crossover', '0.42424242424242425', '__inversion_mutation'
'ga_generation_43_nn_32', 'ga_generation_42_nn_16.keras', 'ga_generation_41_nn_13.keras', '0.5757575757575757', '__average_crossover_and_flat_crossover', '0.42424242424242425', '__displacement_inversion_mutation'
'ga_generation_44_nn_9', 'ga_generation_43_nn_11.keras', 'ga_generation_43_nn_23.keras', '0.5656565656565656', '__uniform_crossover', '0.43434343434343436', '__inversion_mutation'
'ga_generation_44_nn_10', 'ga_generation_43_nn_11.keras', 'ga_generation_43_nn_23.keras', '0.5656565656565656', '__uniform_crossover', '0.43434343434343436', '__partial_shuffle_mutation'
'ga_generation_44_nn_11', 'ga_generation_43_nn_23.keras', 'ga_generation_43_nn_19.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
'ga_generation_44_nn_12', 'ga_generation_43_nn_23.keras', 'ga_generation_43_nn_19.keras', '0.5656565656565656', 'None', '0.43434343434343436', '__inversion_mutation'
'ga_generation_44_nn_13', 'ga_generation_43_nn_10.keras', 'ga_generation_43_nn_29.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
'ga_generation_44_nn_14', 'ga_generation_43_nn_10.keras', 'ga_generation_43_nn_29.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
'ga_generation_44_nn_15', 'ga_generation_43_nn_24.keras', 'ga_generation_43_nn_23.keras', '0.5656565656565656', '__uniform_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_16', 'ga_generation_43_nn_24.keras', 'ga_generation_43_nn_23.keras', '0.5656565656565656', '__uniform_crossover', '0.43434343434343436', '__swap_mutation'
'ga_generation_44_nn_17', 'ga_generation_43_nn_24.keras', 'ga_generation_43_nn_11.keras', '0.5656565656565656', '__multivariate_crossover', '0.43434343434343436', '__random_resetting_mutation'
'ga_generation_44_nn_18', 'ga_generation_43_nn_24.keras', 'ga_generation_43_nn_11.keras', '0.5656565656565656', '__multivariate_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_19', 'ga_generation_43_nn_10.keras', 'ga_generation_43_nn_28.keras', '0.5656565656565656', '__multi_point_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_20', 'ga_generation_43_nn_10.keras', 'ga_generation_43_nn_28.keras', '0.5656565656565656', '__multi_point_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_21', 'ga_generation_43_nn_28.keras', 'ga_generation_43_nn_24.keras', '0.5656565656565656', '__multi_point_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_22', 'ga_generation_43_nn_28.keras', 'ga_generation_43_nn_24.keras', '0.5656565656565656', '__multi_point_crossover', '0.43434343434343436', 'None'
'ga_generation_44_nn_23', 'ga_generation_41_nn_13.keras', 'ga_generation_43_nn_10.keras', '0.5656565656565656', 'None', '0.43434343434343436', '__swap_mutation'
'ga_generation_44_nn_24', 'ga_generation_41_nn_13.keras', 'ga_generation_43_nn_10.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
'ga_generation_44_nn_25', 'ga_generation_43_nn_29.keras', 'ga_generation_43_nn_11.keras', '0.5656565656565656', 'None', '0.43434343434343436', '__partial_shuffle_mutation'
'ga_generation_44_nn_26', 'ga_generation_43_nn_29.keras', 'ga_generation_43_nn_11.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
'ga_generation_44_nn_27', 'ga_generation_43_nn_24.keras', 'ga_generation_43_nn_10.keras', '0.5656565656565656', 'None', '0.43434343434343436', 'None'
